danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.635,0.667,6,-5.392,1,0.0253,0.207,0.0,0.108,0.261,96.003,audio_features,7pcTLUekZJQnzDOUDuExVJ,spotify:track:7pcTLUekZJQnzDOUDuExVJ,https://api.spotify.com/v1/tracks/7pcTLUekZJQnzDOUDuExVJ,https://api.spotify.com/v1/audio-analysis/7pcTLUekZJQnzDOUDuExVJ,289335,4
0.749,0.585,1,-14.505,1,0.0963,0.302,0.896,0.0809,0.551,170.0,audio_features,2X7iYoVNlL7aXjqViBO77q,spotify:track:2X7iYoVNlL7aXjqViBO77q,https://api.spotify.com/v1/tracks/2X7iYoVNlL7aXjqViBO77q,https://api.spotify.com/v1/audio-analysis/2X7iYoVNlL7aXjqViBO77q,104404,4
0.368,0.967,8,-1.199,0,0.15,0.00497,0.0,0.223,0.345,142.887,audio_features,2s2fORtcrwKwsmC4jNc8mJ,spotify:track:2s2fORtcrwKwsmC4jNc8mJ,https://api.spotify.com/v1/tracks/2s2fORtcrwKwsmC4jNc8mJ,https://api.spotify.com/v1/audio-analysis/2s2fORtcrwKwsmC4jNc8mJ,207000,3
0.558,0.907,5,-3.127,1,0.0374,0.00353,1.35e-06,0.122,0.5,94.5,audio_features,68LQO4WzR0CLjt2knfsbhQ,spotify:track:68LQO4WzR0CLjt2knfsbhQ,https://api.spotify.com/v1/tracks/68LQO4WzR0CLjt2knfsbhQ,https://api.spotify.com/v1/audio-analysis/68LQO4WzR0CLjt2knfsbhQ,223277,4
0.45,0.983,5,-2.246,1,0.282,0.0186,0.0,0.265,0.314,179.041,audio_features,4BvuZVf9KyBN3QiPfeI9hw,spotify:track:4BvuZVf9KyBN3QiPfeI9hw,https://api.spotify.com/v1/tracks/4BvuZVf9KyBN3QiPfeI9hw,https://api.spotify.com/v1/audio-analysis/4BvuZVf9KyBN3QiPfeI9hw,248947,4
0.444,0.946,1,-2.423,1,0.0705,0.0505,0.0,0.369,0.713,175.976,audio_features,2ZCkl705ROXLgLtXXKhBp2,spotify:track:2ZCkl705ROXLgLtXXKhBp2,https://api.spotify.com/v1/tracks/2ZCkl705ROXLgLtXXKhBp2,https://api.spotify.com/v1/audio-analysis/2ZCkl705ROXLgLtXXKhBp2,223760,4
0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,364JzOajs76bJymjHm3sVY,spotify:track:364JzOajs76bJymjHm3sVY,https://api.spotify.com/v1/tracks/364JzOajs76bJymjHm3sVY,https://api.spotify.com/v1/audio-analysis/364JzOajs76bJymjHm3sVY,238533,4
0.593,0.951,6,-1.335,0,0.0697,0.0142,1.13e-06,0.0961,0.64,102.04,audio_features,3XKMO7tvyyUmxRvlJGhYQm,spotify:track:3XKMO7tvyyUmxRvlJGhYQm,https://api.spotify.com/v1/tracks/3XKMO7tvyyUmxRvlJGhYQm,https://api.spotify.com/v1/audio-analysis/3XKMO7tvyyUmxRvlJGhYQm,217627,4
0.507,0.974,4,-3.626,1,0.141,3.83e-05,0.00439,0.12,0.167,94.974,audio_features,40tLJfk4S75x8R2OprJsiN,spotify:track:40tLJfk4S75x8R2OprJsiN,https://api.spotify.com/v1/tracks/40tLJfk4S75x8R2OprJsiN,https://api.spotify.com/v1/audio-analysis/40tLJfk4S75x8R2OprJsiN,172105,4
0.175,0.996,6,1.078,0,0.226,0.000318,0.0,0.164,0.287,184.154,audio_features,1llkMtLL4vbe0pr3NV2ckg,spotify:track:1llkMtLL4vbe0pr3NV2ckg,https://api.spotify.com/v1/tracks/1llkMtLL4vbe0pr3NV2ckg,https://api.spotify.com/v1/audio-analysis/1llkMtLL4vbe0pr3NV2ckg,223627,4
0.795,0.27,6,-16.604,1,0.0394,0.198,0.817,0.0931,0.122,75.006,audio_features,044hhTpsrKGZsc7IZQeWwk,spotify:track:044hhTpsrKGZsc7IZQeWwk,https://api.spotify.com/v1/tracks/044hhTpsrKGZsc7IZQeWwk,https://api.spotify.com/v1/audio-analysis/044hhTpsrKGZsc7IZQeWwk,103008,4
0.599,0.856,11,-4.21,1,0.0352,0.0697,7.55e-05,0.131,0.699,157.892,audio_features,1iGJUdyHTLPb90RQmOBXzF,spotify:track:1iGJUdyHTLPb90RQmOBXzF,https://api.spotify.com/v1/tracks/1iGJUdyHTLPb90RQmOBXzF,https://api.spotify.com/v1/audio-analysis/1iGJUdyHTLPb90RQmOBXzF,248354,4
0.61,0.829,11,-3.928,1,0.0346,0.0151,0.105,0.255,0.634,125.34,audio_features,05q4D6SuXq90ZISvEmFJqu,spotify:track:05q4D6SuXq90ZISvEmFJqu,https://api.spotify.com/v1/tracks/05q4D6SuXq90ZISvEmFJqu,https://api.spotify.com/v1/audio-analysis/05q4D6SuXq90ZISvEmFJqu,241264,4
0.492,0.939,2,-1.596,1,0.158,0.0232,0.000196,0.304,0.693,141.942,audio_features,2qEIVphvwMEkE35CXxdWAT,spotify:track:2qEIVphvwMEkE35CXxdWAT,https://api.spotify.com/v1/tracks/2qEIVphvwMEkE35CXxdWAT,https://api.spotify.com/v1/audio-analysis/2qEIVphvwMEkE35CXxdWAT,282547,4
0.644,0.41,11,-15.79,0,0.0539,0.502,0.864,0.0621,0.505,150.106,audio_features,0xkupRB0jicKmpRgzq5yv7,spotify:track:0xkupRB0jicKmpRgzq5yv7,https://api.spotify.com/v1/tracks/0xkupRB0jicKmpRgzq5yv7,https://api.spotify.com/v1/audio-analysis/0xkupRB0jicKmpRgzq5yv7,117075,4
0.469,0.942,1,-2.481,1,0.0956,0.00535,0.0,0.306,0.589,179.951,audio_features,5QSt0jnVuPdQsC9plgW3lz,spotify:track:5QSt0jnVuPdQsC9plgW3lz,https://api.spotify.com/v1/tracks/5QSt0jnVuPdQsC9plgW3lz,https://api.spotify.com/v1/audio-analysis/5QSt0jnVuPdQsC9plgW3lz,227467,4
0.513,0.961,0,-4.379,1,0.0456,0.00265,2.23e-05,0.21,0.852,129.996,audio_features,0eFnSvGTq1HHNhIqZv61Wq,spotify:track:0eFnSvGTq1HHNhIqZv61Wq,https://api.spotify.com/v1/tracks/0eFnSvGTq1HHNhIqZv61Wq,https://api.spotify.com/v1/audio-analysis/0eFnSvGTq1HHNhIqZv61Wq,276040,4
0.406,0.959,0,-3.014,1,0.0952,0.000891,0.0,0.327,0.571,94.277,audio_features,5s0AxcVJJD2YYPstMb61ro,spotify:track:5s0AxcVJJD2YYPstMb61ro,https://api.spotify.com/v1/tracks/5s0AxcVJJD2YYPstMb61ro,https://api.spotify.com/v1/audio-analysis/5s0AxcVJJD2YYPstMb61ro,170640,4
0.561,0.228,1,-12.975,1,0.0573,0.395,0.868,0.106,0.607,75.006,audio_features,2NjxUGJaBS11zkUv86MOQP,spotify:track:2NjxUGJaBS11zkUv86MOQP,https://api.spotify.com/v1/tracks/2NjxUGJaBS11zkUv86MOQP,https://api.spotify.com/v1/audio-analysis/2NjxUGJaBS11zkUv86MOQP,107617,4
0.431,0.697,5,-4.486,0,0.0353,0.058,0.0,0.245,0.365,160.036,audio_features,2YFb0CQIH0WlVppx1FEYPy,spotify:track:2YFb0CQIH0WlVppx1FEYPy,https://api.spotify.com/v1/tracks/2YFb0CQIH0WlVppx1FEYPy,https://api.spotify.com/v1/audio-analysis/2YFb0CQIH0WlVppx1FEYPy,82125,4
0.401,0.978,7,-1.875,1,0.147,0.0578,1.87e-06,0.331,0.446,190.083,audio_features,6vRkYTrWDzzVrZTqBJFR0u,spotify:track:6vRkYTrWDzzVrZTqBJFR0u,https://api.spotify.com/v1/tracks/6vRkYTrWDzzVrZTqBJFR0u,https://api.spotify.com/v1/audio-analysis/6vRkYTrWDzzVrZTqBJFR0u,282627,4
0.666,0.555,1,-12.93,0,0.0427,0.273,0.899,0.0726,0.568,159.954,audio_features,0i4FFEupAyk8bfnTZrH1Vr,spotify:track:0i4FFEupAyk8bfnTZrH1Vr,https://api.spotify.com/v1/tracks/0i4FFEupAyk8bfnTZrH1Vr,https://api.spotify.com/v1/audio-analysis/0i4FFEupAyk8bfnTZrH1Vr,117016,4
0.61,0.963,11,-4.451,1,0.0576,0.075,0.0,0.256,0.839,133.747,audio_features,30WNOfFRiqgebO4eRkCii8,spotify:track:30WNOfFRiqgebO4eRkCii8,https://api.spotify.com/v1/tracks/30WNOfFRiqgebO4eRkCii8,https://api.spotify.com/v1/audio-analysis/30WNOfFRiqgebO4eRkCii8,236160,4
0.181,0.913,5,-3.318,1,0.152,0.0501,0.0,0.282,0.392,82.176,audio_features,3f3FDZajRpcLQGln7OZqdi,spotify:track:3f3FDZajRpcLQGln7OZqdi,https://api.spotify.com/v1/tracks/3f3FDZajRpcLQGln7OZqdi,https://api.spotify.com/v1/audio-analysis/3f3FDZajRpcLQGln7OZqdi,174893,4
0.61,0.465,6,-14.906,0,0.0463,0.339,0.862,0.0955,0.444,74.99,audio_features,3N3NMIUjbDugrQtW1ET9W1,spotify:track:3N3NMIUjbDugrQtW1ET9W1,https://api.spotify.com/v1/tracks/3N3NMIUjbDugrQtW1ET9W1,https://api.spotify.com/v1/audio-analysis/3N3NMIUjbDugrQtW1ET9W1,105417,4
0.552,0.804,11,-7.233,0,0.0968,0.00486,2.75e-05,0.414,0.543,127.039,audio_features,6zSXcvXQ8T74fXm72OpSOb,spotify:track:6zSXcvXQ8T74fXm72OpSOb,https://api.spotify.com/v1/tracks/6zSXcvXQ8T74fXm72OpSOb,https://api.spotify.com/v1/audio-analysis/6zSXcvXQ8T74fXm72OpSOb,267120,4
0.308,0.955,4,-3.763,1,0.111,2.39e-05,0.113,0.166,0.237,174.991,audio_features,5ORPYXJKlpHWIdceavSGrL,spotify:track:5ORPYXJKlpHWIdceavSGrL,https://api.spotify.com/v1/tracks/5ORPYXJKlpHWIdceavSGrL,https://api.spotify.com/v1/audio-analysis/5ORPYXJKlpHWIdceavSGrL,243347,4
0.471,0.77,6,-3.783,0,0.102,0.0002,0.00308,0.0974,0.529,174.85,audio_features,1dsh4buvcBs2u7YtHy29c7,spotify:track:1dsh4buvcBs2u7YtHy29c7,https://api.spotify.com/v1/tracks/1dsh4buvcBs2u7YtHy29c7,https://api.spotify.com/v1/audio-analysis/1dsh4buvcBs2u7YtHy29c7,262693,4
0.49,0.879,11,-7.857,0,0.0578,0.0101,0.905,0.142,0.67,179.967,audio_features,2yvlI8mpxVk1i7KYyyLDOV,spotify:track:2yvlI8mpxVk1i7KYyyLDOV,https://api.spotify.com/v1/tracks/2yvlI8mpxVk1i7KYyyLDOV,https://api.spotify.com/v1/audio-analysis/2yvlI8mpxVk1i7KYyyLDOV,181500,4
0.471,0.21,6,-17.531,0,0.0497,0.875,0.926,0.101,0.04,69.99,audio_features,15KSigoWpLB88TzCRiWc9I,spotify:track:15KSigoWpLB88TzCRiWc9I,https://api.spotify.com/v1/tracks/15KSigoWpLB88TzCRiWc9I,https://api.spotify.com/v1/audio-analysis/15KSigoWpLB88TzCRiWc9I,123446,4
0.544,0.908,5,-3.174,1,0.0743,0.000776,0.0,0.366,0.192,122.037,audio_features,5KAI6nfg3wQRmtwJ0PPaEW,spotify:track:5KAI6nfg3wQRmtwJ0PPaEW,https://api.spotify.com/v1/tracks/5KAI6nfg3wQRmtwJ0PPaEW,https://api.spotify.com/v1/audio-analysis/5KAI6nfg3wQRmtwJ0PPaEW,250200,4
0.394,0.99,10,-0.589,0,0.188,0.0365,0.0,0.174,0.269,188.954,audio_features,45UI1yzA7vjkWHoAUZ8nGp,spotify:track:45UI1yzA7vjkWHoAUZ8nGp,https://api.spotify.com/v1/tracks/45UI1yzA7vjkWHoAUZ8nGp,https://api.spotify.com/v1/audio-analysis/45UI1yzA7vjkWHoAUZ8nGp,234093,4
0.41,0.927,2,-3.232,1,0.0656,0.000107,2.24e-06,0.322,0.774,170.027,audio_features,0cgP2K2GI8zdTgS1HYoPOc,spotify:track:0cgP2K2GI8zdTgS1HYoPOc,https://api.spotify.com/v1/tracks/0cgP2K2GI8zdTgS1HYoPOc,https://api.spotify.com/v1/audio-analysis/0cgP2K2GI8zdTgS1HYoPOc,260200,4
0.712,0.641,3,-10.536,1,0.0397,0.813,0.811,0.113,0.17,126.027,audio_features,1i3aYtqI9KM0jmaSXbDETb,spotify:track:1i3aYtqI9KM0jmaSXbDETb,https://api.spotify.com/v1/tracks/1i3aYtqI9KM0jmaSXbDETb,https://api.spotify.com/v1/audio-analysis/1i3aYtqI9KM0jmaSXbDETb,123810,4
0.714,0.525,2,-7.556,0,0.0278,0.389,0.895,0.248,0.197,132.02,audio_features,1MO6fX1q6PVARBVfXZlBnJ,spotify:track:1MO6fX1q6PVARBVfXZlBnJ,https://api.spotify.com/v1/tracks/1MO6fX1q6PVARBVfXZlBnJ,https://api.spotify.com/v1/audio-analysis/1MO6fX1q6PVARBVfXZlBnJ,92273,4
0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,audio_features,2vOAHp8PBBFYqvQUWSoITY,spotify:track:2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/tracks/2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/audio-analysis/2vOAHp8PBBFYqvQUWSoITY,211600,4
0.457,0.877,1,-4.229,1,0.0504,0.0353,0.0,0.106,0.387,136.03,audio_features,6bPPyigCphBBQ9781j6eKM,spotify:track:6bPPyigCphBBQ9781j6eKM,https://api.spotify.com/v1/tracks/6bPPyigCphBBQ9781j6eKM,https://api.spotify.com/v1/audio-analysis/6bPPyigCphBBQ9781j6eKM,218493,4
0.703,0.222,8,-18.829,1,0.0342,0.406,0.941,0.111,0.19,79.989,audio_features,5vJrZa7S5o0zHcb5Lnc50k,spotify:track:5vJrZa7S5o0zHcb5Lnc50k,https://api.spotify.com/v1/tracks/5vJrZa7S5o0zHcb5Lnc50k,https://api.spotify.com/v1/audio-analysis/5vJrZa7S5o0zHcb5Lnc50k,96430,4
0.714,0.572,2,-9.691,0,0.0278,0.87,0.886,0.121,0.238,130.011,audio_features,6fOdEVtBckhYW9P8QwT1yV,spotify:track:6fOdEVtBckhYW9P8QwT1yV,https://api.spotify.com/v1/tracks/6fOdEVtBckhYW9P8QwT1yV,https://api.spotify.com/v1/audio-analysis/6fOdEVtBckhYW9P8QwT1yV,165231,4
0.372,0.975,0,-2.856,1,0.126,0.0493,0.0,0.331,0.3,181.017,audio_features,2sFBiCSUNc3ptKrCR8JABx,spotify:track:2sFBiCSUNc3ptKrCR8JABx,https://api.spotify.com/v1/tracks/2sFBiCSUNc3ptKrCR8JABx,https://api.spotify.com/v1/audio-analysis/2sFBiCSUNc3ptKrCR8JABx,222827,4
0.594,0.656,1,-10.05,1,0.0287,0.486,0.873,0.0935,0.643,75.007,audio_features,736pfYWnCWfkLtO07LRc0n,spotify:track:736pfYWnCWfkLtO07LRc0n,https://api.spotify.com/v1/tracks/736pfYWnCWfkLtO07LRc0n,https://api.spotify.com/v1/audio-analysis/736pfYWnCWfkLtO07LRc0n,123200,4
0.755,0.323,9,-13.228,0,0.038,0.964,0.897,0.0794,0.0735,127.985,audio_features,6Cg5NtrohBDwOlQdKysbbV,spotify:track:6Cg5NtrohBDwOlQdKysbbV,https://api.spotify.com/v1/tracks/6Cg5NtrohBDwOlQdKysbbV,https://api.spotify.com/v1/audio-analysis/6Cg5NtrohBDwOlQdKysbbV,124461,4
0.538,0.942,3,-2.894,1,0.0521,0.309,0.00264,0.343,0.642,165.013,audio_features,3Un2d5mEp5yLqaITkb1mS8,spotify:track:3Un2d5mEp5yLqaITkb1mS8,https://api.spotify.com/v1/tracks/3Un2d5mEp5yLqaITkb1mS8,https://api.spotify.com/v1/audio-analysis/3Un2d5mEp5yLqaITkb1mS8,232907,4
0.657,0.417,11,-13.133,0,0.0392,0.0336,0.867,0.0885,0.0706,139.76,audio_features,1eznJLhlnbXrXuO8Ykkhhg,spotify:track:1eznJLhlnbXrXuO8Ykkhhg,https://api.spotify.com/v1/tracks/1eznJLhlnbXrXuO8Ykkhhg,https://api.spotify.com/v1/audio-analysis/1eznJLhlnbXrXuO8Ykkhhg,117446,4
0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,audio_features,5mEqD00bdFcsiVd0MfvEeF,spotify:track:5mEqD00bdFcsiVd0MfvEeF,https://api.spotify.com/v1/tracks/5mEqD00bdFcsiVd0MfvEeF,https://api.spotify.com/v1/audio-analysis/5mEqD00bdFcsiVd0MfvEeF,131667,3
0.186,0.679,7,-7.884,0,0.0441,0.00756,0.884,0.128,0.227,86.867,audio_features,4dHOnPucB5VBYq3gjRtYy9,spotify:track:4dHOnPucB5VBYq3gjRtYy9,https://api.spotify.com/v1/tracks/4dHOnPucB5VBYq3gjRtYy9,https://api.spotify.com/v1/audio-analysis/4dHOnPucB5VBYq3gjRtYy9,359347,4
0.566,0.92,2,-1.896,0,0.0638,0.0674,0.0,0.314,0.562,147.007,audio_features,7AffKWcNn5Zv7QFgScW2ox,spotify:track:7AffKWcNn5Zv7QFgScW2ox,https://api.spotify.com/v1/tracks/7AffKWcNn5Zv7QFgScW2ox,https://api.spotify.com/v1/audio-analysis/7AffKWcNn5Zv7QFgScW2ox,244067,4
0.496,0.462,6,-6.189,1,0.0307,0.245,0.0,0.282,0.514,167.936,audio_features,7dEfa89dZfo6CQPdsgGCF6,spotify:track:7dEfa89dZfo6CQPdsgGCF6,https://api.spotify.com/v1/tracks/7dEfa89dZfo6CQPdsgGCF6,https://api.spotify.com/v1/audio-analysis/7dEfa89dZfo6CQPdsgGCF6,344053,4
0.526,0.94,2,-3.864,1,0.066,0.00742,0.0,0.268,0.574,99.058,audio_features,32CwLhZJBa6C5Q0bJe0Q47,spotify:track:32CwLhZJBa6C5Q0bJe0Q47,https://api.spotify.com/v1/tracks/32CwLhZJBa6C5Q0bJe0Q47,https://api.spotify.com/v1/audio-analysis/32CwLhZJBa6C5Q0bJe0Q47,181360,4
0.764,0.567,0,-6.893,0,0.0366,0.903,0.877,0.179,0.473,125.033,audio_features,3IpFv7rsikB3Tv4CS0jtQi,spotify:track:3IpFv7rsikB3Tv4CS0jtQi,https://api.spotify.com/v1/tracks/3IpFv7rsikB3Tv4CS0jtQi,https://api.spotify.com/v1/audio-analysis/3IpFv7rsikB3Tv4CS0jtQi,97680,4
0.679,0.384,0,-12.171,0,0.0318,0.202,0.855,0.239,0.37,140.186,audio_features,4ZRwXmftin5396X6wiBCt4,spotify:track:4ZRwXmftin5396X6wiBCt4,https://api.spotify.com/v1/tracks/4ZRwXmftin5396X6wiBCt4,https://api.spotify.com/v1/audio-analysis/4ZRwXmftin5396X6wiBCt4,109732,4
0.447,0.973,5,-1.447,1,0.0728,0.000851,0.0,0.307,0.383,134.914,audio_features,3VrKkcEm7RYXBI9RLv7SL7,spotify:track:3VrKkcEm7RYXBI9RLv7SL7,https://api.spotify.com/v1/tracks/3VrKkcEm7RYXBI9RLv7SL7,https://api.spotify.com/v1/audio-analysis/3VrKkcEm7RYXBI9RLv7SL7,208907,4
0.599,0.891,1,-3.242,1,0.116,0.562,0.0,0.322,0.694,93.029,audio_features,172fMG26G2OoEzzg0wn26r,spotify:track:172fMG26G2OoEzzg0wn26r,https://api.spotify.com/v1/tracks/172fMG26G2OoEzzg0wn26r,https://api.spotify.com/v1/audio-analysis/172fMG26G2OoEzzg0wn26r,276373,4
0.795,0.905,5,-6.085,0,0.0552,0.0291,0.0214,0.0799,0.84,126.997,audio_features,4AuZBIN4aeFL9egQldQfRn,spotify:track:4AuZBIN4aeFL9egQldQfRn,https://api.spotify.com/v1/tracks/4AuZBIN4aeFL9egQldQfRn,https://api.spotify.com/v1/audio-analysis/4AuZBIN4aeFL9egQldQfRn,277827,4
0.604,0.203,0,-16.073,0,0.0439,0.502,0.837,0.135,0.454,79.998,audio_features,1ovr8NrhUZWz64ZM1bfbzG,spotify:track:1ovr8NrhUZWz64ZM1bfbzG,https://api.spotify.com/v1/tracks/1ovr8NrhUZWz64ZM1bfbzG,https://api.spotify.com/v1/audio-analysis/1ovr8NrhUZWz64ZM1bfbzG,117203,4
0.423,0.961,2,-4.312,0,0.0617,3.78e-05,0.892,0.116,0.419,94.992,audio_features,4ZRvNs46kXBjKJOl74tKZm,spotify:track:4ZRvNs46kXBjKJOl74tKZm,https://api.spotify.com/v1/tracks/4ZRvNs46kXBjKJOl74tKZm,https://api.spotify.com/v1/audio-analysis/4ZRvNs46kXBjKJOl74tKZm,242507,4
0.801,0.631,1,-9.513,1,0.0458,0.128,0.897,0.103,0.522,149.988,audio_features,63uQC332PwUFqV2Lqiw5pu,spotify:track:63uQC332PwUFqV2Lqiw5pu,https://api.spotify.com/v1/tracks/63uQC332PwUFqV2Lqiw5pu,https://api.spotify.com/v1/audio-analysis/63uQC332PwUFqV2Lqiw5pu,96017,4
0.579,0.952,5,-2.678,0,0.054,0.00459,0.0,0.113,0.352,94.026,audio_features,1HHOkD7fuNCBnImFrlDRVi,spotify:track:1HHOkD7fuNCBnImFrlDRVi,https://api.spotify.com/v1/tracks/1HHOkD7fuNCBnImFrlDRVi,https://api.spotify.com/v1/audio-analysis/1HHOkD7fuNCBnImFrlDRVi,270307,4
0.407,0.975,1,-2.449,0,0.0788,0.00893,0.0,0.219,0.785,175.917,audio_features,5OCVWpORIRjRU12dHocyDa,spotify:track:5OCVWpORIRjRU12dHocyDa,https://api.spotify.com/v1/tracks/5OCVWpORIRjRU12dHocyDa,https://api.spotify.com/v1/audio-analysis/5OCVWpORIRjRU12dHocyDa,264360,4
0.612,0.259,11,-11.096,0,0.0999,0.196,0.901,0.106,0.214,149.957,audio_features,4k3bQolPVSky3itPqhsrlY,spotify:track:4k3bQolPVSky3itPqhsrlY,https://api.spotify.com/v1/tracks/4k3bQolPVSky3itPqhsrlY,https://api.spotify.com/v1/audio-analysis/4k3bQolPVSky3itPqhsrlY,105617,4
0.466,0.948,5,-4.139,1,0.165,0.014,0.0,0.108,0.288,92.124,audio_features,1a1b22lYmn0y5YPJUGFCqb,spotify:track:1a1b22lYmn0y5YPJUGFCqb,https://api.spotify.com/v1/tracks/1a1b22lYmn0y5YPJUGFCqb,https://api.spotify.com/v1/audio-analysis/1a1b22lYmn0y5YPJUGFCqb,183680,4
0.634,0.188,6,-18.921,0,0.0419,0.595,0.895,0.111,0.387,75.004,audio_features,4zQ4d7cQk1aMBD7P3cuiBo,spotify:track:4zQ4d7cQk1aMBD7P3cuiBo,https://api.spotify.com/v1/tracks/4zQ4d7cQk1aMBD7P3cuiBo,https://api.spotify.com/v1/audio-analysis/4zQ4d7cQk1aMBD7P3cuiBo,86417,4
0.656,0.396,2,-14.751,1,0.0367,0.159,0.73,0.124,0.225,74.985,audio_features,5oXjsCnKEM3Y1I4BaFduWW,spotify:track:5oXjsCnKEM3Y1I4BaFduWW,https://api.spotify.com/v1/tracks/5oXjsCnKEM3Y1I4BaFduWW,https://api.spotify.com/v1/audio-analysis/5oXjsCnKEM3Y1I4BaFduWW,102808,4
0.467,0.908,5,-5.831,0,0.0643,0.000582,5.12e-05,0.386,0.477,143.16,audio_features,1mY3E6zTjhjQD5SSy8ctgk,spotify:track:1mY3E6zTjhjQD5SSy8ctgk,https://api.spotify.com/v1/tracks/1mY3E6zTjhjQD5SSy8ctgk,https://api.spotify.com/v1/audio-analysis/1mY3E6zTjhjQD5SSy8ctgk,254839,4
0.788,0.758,1,-6.513,1,0.0505,0.198,8.5e-05,0.104,0.823,119.008,audio_features,7gaA3wERFkFkgivjwbSvkG,spotify:track:7gaA3wERFkFkgivjwbSvkG,https://api.spotify.com/v1/tracks/7gaA3wERFkFkgivjwbSvkG,https://api.spotify.com/v1/audio-analysis/7gaA3wERFkFkgivjwbSvkG,214994,4
0.725,0.709,2,-6.514,1,0.072,0.588,0.0,0.135,0.353,110.024,audio_features,0Z7nGFVCLfixWctgePsRk9,spotify:track:0Z7nGFVCLfixWctgePsRk9,https://api.spotify.com/v1/tracks/0Z7nGFVCLfixWctgePsRk9,https://api.spotify.com/v1/audio-analysis/0Z7nGFVCLfixWctgePsRk9,235636,4
0.575,0.369,8,-10.444,1,0.111,0.00724,1.15e-06,0.691,0.541,128.815,audio_features,4tdWPKCdZPoDf1SgCLmLNR,spotify:track:4tdWPKCdZPoDf1SgCLmLNR,https://api.spotify.com/v1/tracks/4tdWPKCdZPoDf1SgCLmLNR,https://api.spotify.com/v1/audio-analysis/4tdWPKCdZPoDf1SgCLmLNR,200597,3
0.423,0.379,9,-10.307,1,0.0371,0.125,0.0201,0.386,0.161,138.015,audio_features,0tPBEubMql50F2aof3YW7e,spotify:track:0tPBEubMql50F2aof3YW7e,https://api.spotify.com/v1/tracks/0tPBEubMql50F2aof3YW7e,https://api.spotify.com/v1/audio-analysis/0tPBEubMql50F2aof3YW7e,160460,4
0.595,0.529,0,-8.104,1,0.028,0.377,0.0,0.108,0.547,126.971,audio_features,0FhTPDkJYtPbO8Jx8stmKC,spotify:track:0FhTPDkJYtPbO8Jx8stmKC,https://api.spotify.com/v1/tracks/0FhTPDkJYtPbO8Jx8stmKC,https://api.spotify.com/v1/audio-analysis/0FhTPDkJYtPbO8Jx8stmKC,199720,4
0.575,0.714,7,-10.193,1,0.0324,0.0182,0.881,0.103,0.539,145.012,audio_features,36b6K6RVjmpSD5laUED8b0,spotify:track:36b6K6RVjmpSD5laUED8b0,https://api.spotify.com/v1/tracks/36b6K6RVjmpSD5laUED8b0,https://api.spotify.com/v1/audio-analysis/36b6K6RVjmpSD5laUED8b0,210724,4
0.526,0.175,11,-19.081,0,0.0399,0.914,0.322,0.0961,0.102,130.184,audio_features,2ltWoUgFZI7zk1sLeu4RXt,spotify:track:2ltWoUgFZI7zk1sLeu4RXt,https://api.spotify.com/v1/tracks/2ltWoUgFZI7zk1sLeu4RXt,https://api.spotify.com/v1/audio-analysis/2ltWoUgFZI7zk1sLeu4RXt,171231,4
0.486,0.604,9,-13.057,1,0.0555,0.00828,0.000566,0.271,0.544,141.93,audio_features,2baNOvA0Imd9F37OD8k8af,spotify:track:2baNOvA0Imd9F37OD8k8af,https://api.spotify.com/v1/tracks/2baNOvA0Imd9F37OD8k8af,https://api.spotify.com/v1/audio-analysis/2baNOvA0Imd9F37OD8k8af,227113,4
0.626,0.228,7,-19.323,1,0.0981,0.837,0.0245,0.621,0.277,114.881,audio_features,5XS6ayKAkucqfgFMaw9u8f,spotify:track:5XS6ayKAkucqfgFMaw9u8f,https://api.spotify.com/v1/tracks/5XS6ayKAkucqfgFMaw9u8f,https://api.spotify.com/v1/audio-analysis/5XS6ayKAkucqfgFMaw9u8f,173217,4
0.596,0.625,5,-6.79,0,0.289,0.166,4.48e-05,0.121,0.43,169.99,audio_features,0BFeVd6O1k256Z7pxvAAhN,spotify:track:0BFeVd6O1k256Z7pxvAAhN,https://api.spotify.com/v1/tracks/0BFeVd6O1k256Z7pxvAAhN,https://api.spotify.com/v1/audio-analysis/0BFeVd6O1k256Z7pxvAAhN,231573,4
0.607,0.882,11,-5.155,0,0.063,0.00267,7.93e-05,0.286,0.543,108.961,audio_features,0ZKezAM1SGSnSeksZkeqYp,spotify:track:0ZKezAM1SGSnSeksZkeqYp,https://api.spotify.com/v1/tracks/0ZKezAM1SGSnSeksZkeqYp,https://api.spotify.com/v1/audio-analysis/0ZKezAM1SGSnSeksZkeqYp,193761,4
0.474,0.533,2,-6.258,0,0.05,0.608,0.000169,0.148,0.245,82.725,audio_features,7D8k06LlKEhow64SeKQqmc,spotify:track:7D8k06LlKEhow64SeKQqmc,https://api.spotify.com/v1/tracks/7D8k06LlKEhow64SeKQqmc,https://api.spotify.com/v1/audio-analysis/7D8k06LlKEhow64SeKQqmc,187952,4
