danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.559,0.11,5,-16.084,0,0.0688,0.774,0.0,0.0885,0.451,138.393,audio_features,41Wj6aJKyggH33OYBo3ezY,spotify:track:41Wj6aJKyggH33OYBo3ezY,https://api.spotify.com/v1/tracks/41Wj6aJKyggH33OYBo3ezY,https://api.spotify.com/v1/audio-analysis/41Wj6aJKyggH33OYBo3ezY,193760,4
0.546,0.322,0,-19.111,1,0.037,0.662,0.0299,0.76,0.488,96.07,audio_features,1xKMxT6PFOr4RJWhoisP0t,spotify:track:1xKMxT6PFOr4RJWhoisP0t,https://api.spotify.com/v1/tracks/1xKMxT6PFOr4RJWhoisP0t,https://api.spotify.com/v1/audio-analysis/1xKMxT6PFOr4RJWhoisP0t,407587,4
0.487,0.535,8,-8.47,0,0.0305,0.73,0.00414,0.0903,0.591,144.548,audio_features,1duGF26RKaTntfsJ0cTkzj,spotify:track:1duGF26RKaTntfsJ0cTkzj,https://api.spotify.com/v1/tracks/1duGF26RKaTntfsJ0cTkzj,https://api.spotify.com/v1/audio-analysis/1duGF26RKaTntfsJ0cTkzj,379000,3
0.185,0.232,7,-13.854,0,0.0344,0.718,2.08e-05,0.0864,0.168,181.636,audio_features,0Lr4NSIlDOKcZWwMOPcxGT,spotify:track:0Lr4NSIlDOKcZWwMOPcxGT,https://api.spotify.com/v1/tracks/0Lr4NSIlDOKcZWwMOPcxGT,https://api.spotify.com/v1/audio-analysis/0Lr4NSIlDOKcZWwMOPcxGT,154707,3
0.604,0.498,2,-9.905,1,0.0778,0.695,0.000786,0.528,0.733,96.097,audio_features,0DUyHDBRaxFiXDf6Jhh4JD,spotify:track:0DUyHDBRaxFiXDf6Jhh4JD,https://api.spotify.com/v1/tracks/0DUyHDBRaxFiXDf6Jhh4JD,https://api.spotify.com/v1/audio-analysis/0DUyHDBRaxFiXDf6Jhh4JD,207480,4
0.559,0.481,11,-18.153,0,0.0433,0.673,0.86,0.215,0.494,99.797,audio_features,0FKnknau5UBXgN2Q6vVHgC,spotify:track:0FKnknau5UBXgN2Q6vVHgC,https://api.spotify.com/v1/tracks/0FKnknau5UBXgN2Q6vVHgC,https://api.spotify.com/v1/audio-analysis/0FKnknau5UBXgN2Q6vVHgC,232378,4
0.47,0.684,4,-7.873,0,0.0377,0.714,1.92e-05,0.0797,0.483,128.506,audio_features,2PGjqrXgOBqP8G4R6EKmpR,spotify:track:2PGjqrXgOBqP8G4R6EKmpR,https://api.spotify.com/v1/tracks/2PGjqrXgOBqP8G4R6EKmpR,https://api.spotify.com/v1/audio-analysis/2PGjqrXgOBqP8G4R6EKmpR,399467,4
0.406,0.746,10,-7.838,1,0.0524,0.403,0.0816,0.305,0.59,93.056,audio_features,4ZAcQgIlpV5z7k7evEF0MJ,spotify:track:4ZAcQgIlpV5z7k7evEF0MJ,https://api.spotify.com/v1/tracks/4ZAcQgIlpV5z7k7evEF0MJ,https://api.spotify.com/v1/audio-analysis/4ZAcQgIlpV5z7k7evEF0MJ,441427,4
0.749,0.152,5,-16.745,0,0.0493,0.655,0.000254,0.086,0.292,101.779,audio_features,5doczA8CcUYo0J9H7uvHgU,spotify:track:5doczA8CcUYo0J9H7uvHgU,https://api.spotify.com/v1/tracks/5doczA8CcUYo0J9H7uvHgU,https://api.spotify.com/v1/audio-analysis/5doczA8CcUYo0J9H7uvHgU,232307,4
0.405,0.0277,3,-21.897,1,0.033,0.97,0.534,0.114,0.279,51.059,audio_features,7yRMYF0BqrqPjinbG9Ja3Z,spotify:track:7yRMYF0BqrqPjinbG9Ja3Z,https://api.spotify.com/v1/tracks/7yRMYF0BqrqPjinbG9Ja3Z,https://api.spotify.com/v1/audio-analysis/7yRMYF0BqrqPjinbG9Ja3Z,222360,4
0.624,0.383,8,-10.561,1,0.0633,0.627,5.44e-06,0.0963,0.674,117.526,audio_features,3bYBPyLGsa1unDrVaNzN4y,spotify:track:3bYBPyLGsa1unDrVaNzN4y,https://api.spotify.com/v1/tracks/3bYBPyLGsa1unDrVaNzN4y,https://api.spotify.com/v1/audio-analysis/3bYBPyLGsa1unDrVaNzN4y,331267,4
0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,audio_features,7Kwi4xmgY4qQwOhBe0zsbh,spotify:track:7Kwi4xmgY4qQwOhBe0zsbh,https://api.spotify.com/v1/tracks/7Kwi4xmgY4qQwOhBe0zsbh,https://api.spotify.com/v1/audio-analysis/7Kwi4xmgY4qQwOhBe0zsbh,545347,4
0.364,0.679,5,-9.923,0,0.0642,0.497,6.43e-06,0.217,0.45,79.9,audio_features,05aZ2boQ1yuAD4p4HyORbK,spotify:track:05aZ2boQ1yuAD4p4HyORbK,https://api.spotify.com/v1/tracks/05aZ2boQ1yuAD4p4HyORbK,https://api.spotify.com/v1/audio-analysis/05aZ2boQ1yuAD4p4HyORbK,718960,3
0.579,0.223,5,-22.061,1,0.0412,0.89,0.848,0.105,0.531,88.809,audio_features,6EC51OfUhguCbNp5H5SdGm,spotify:track:6EC51OfUhguCbNp5H5SdGm,https://api.spotify.com/v1/tracks/6EC51OfUhguCbNp5H5SdGm,https://api.spotify.com/v1/audio-analysis/6EC51OfUhguCbNp5H5SdGm,409640,3
0.628,0.629,2,-10.234,0,0.0398,0.709,0.0583,0.0791,0.801,127.812,audio_features,0gutl81vbXX1JGp5M0OoiE,spotify:track:0gutl81vbXX1JGp5M0OoiE,https://api.spotify.com/v1/tracks/0gutl81vbXX1JGp5M0OoiE,https://api.spotify.com/v1/audio-analysis/0gutl81vbXX1JGp5M0OoiE,193467,4
0.476,0.192,2,-10.984,1,0.0374,0.827,0.0,0.226,0.275,139.074,audio_features,5Ca5KKTMmZaScCmHd9UJeu,spotify:track:5Ca5KKTMmZaScCmHd9UJeu,https://api.spotify.com/v1/tracks/5Ca5KKTMmZaScCmHd9UJeu,https://api.spotify.com/v1/audio-analysis/5Ca5KKTMmZaScCmHd9UJeu,157213,3
0.572,0.306,4,-15.813,0,0.0303,0.648,0.916,0.0724,0.555,133.338,audio_features,2QHFSR7VUZZfRRwZycKqSa,spotify:track:2QHFSR7VUZZfRRwZycKqSa,https://api.spotify.com/v1/tracks/2QHFSR7VUZZfRRwZycKqSa,https://api.spotify.com/v1/audio-analysis/2QHFSR7VUZZfRRwZycKqSa,255097,3
0.494,0.124,8,-15.862,1,0.0414,0.91,0.000164,0.0938,0.221,61.261,audio_features,4TndToxlz7Qdvpb2O9s9HM,spotify:track:4TndToxlz7Qdvpb2O9s9HM,https://api.spotify.com/v1/tracks/4TndToxlz7Qdvpb2O9s9HM,https://api.spotify.com/v1/audio-analysis/4TndToxlz7Qdvpb2O9s9HM,169738,4
0.614,0.349,0,-14.38,0,0.0411,0.813,0.000575,0.193,0.839,104.66,audio_features,4tSY2oSX8fdedowKjFYWJH,spotify:track:4tSY2oSX8fdedowKjFYWJH,https://api.spotify.com/v1/tracks/4tSY2oSX8fdedowKjFYWJH,https://api.spotify.com/v1/audio-analysis/4tSY2oSX8fdedowKjFYWJH,237493,4
0.432,0.299,2,-13.241,0,0.0293,0.0695,3.19e-06,0.107,0.201,90.465,audio_features,5Rb6tpkWiNQQoCfxaFVB9c,spotify:track:5Rb6tpkWiNQQoCfxaFVB9c,https://api.spotify.com/v1/tracks/5Rb6tpkWiNQQoCfxaFVB9c,https://api.spotify.com/v1/audio-analysis/5Rb6tpkWiNQQoCfxaFVB9c,182028,4
0.598,0.339,8,-8.876,1,0.0358,0.606,0.103,0.098,0.29,63.995,audio_features,0gD78Kq5CLlc1j9e9G8Ejv,spotify:track:0gD78Kq5CLlc1j9e9G8Ejv,https://api.spotify.com/v1/tracks/0gD78Kq5CLlc1j9e9G8Ejv,https://api.spotify.com/v1/audio-analysis/0gD78Kq5CLlc1j9e9G8Ejv,485227,4
0.515,0.198,5,-17.685,0,0.0912,0.937,0.793,0.282,0.38,70.081,audio_features,21YUZQmqekadSlCCZpawCH,spotify:track:21YUZQmqekadSlCCZpawCH,https://api.spotify.com/v1/tracks/21YUZQmqekadSlCCZpawCH,https://api.spotify.com/v1/audio-analysis/21YUZQmqekadSlCCZpawCH,191622,4
0.412,0.434,0,-13.3,1,0.0483,0.509,0.00735,0.24,0.505,94.84,audio_features,12cMYRYTV2RTz4YTlOpgSu,spotify:track:12cMYRYTV2RTz4YTlOpgSu,https://api.spotify.com/v1/tracks/12cMYRYTV2RTz4YTlOpgSu,https://api.spotify.com/v1/audio-analysis/12cMYRYTV2RTz4YTlOpgSu,339067,4
0.633,0.069,9,-25.421,1,0.0656,0.994,0.872,0.0906,0.714,143.851,audio_features,28KPkyrSqMDrriF7JjZ6Wi,spotify:track:28KPkyrSqMDrriF7JjZ6Wi,https://api.spotify.com/v1/tracks/28KPkyrSqMDrriF7JjZ6Wi,https://api.spotify.com/v1/audio-analysis/28KPkyrSqMDrriF7JjZ6Wi,303872,4
0.458,0.155,10,-17.853,1,0.0405,0.908,0.621,0.299,0.276,126.281,audio_features,2bPeAxNC1S1C359ds8Tw3X,spotify:track:2bPeAxNC1S1C359ds8Tw3X,https://api.spotify.com/v1/tracks/2bPeAxNC1S1C359ds8Tw3X,https://api.spotify.com/v1/audio-analysis/2bPeAxNC1S1C359ds8Tw3X,526893,4
0.649,0.271,5,-15.198,0,0.0498,0.708,4.54e-06,0.124,0.626,126.026,audio_features,4jCoxXaEKeTWkQ7HL1d5de,spotify:track:4jCoxXaEKeTWkQ7HL1d5de,https://api.spotify.com/v1/tracks/4jCoxXaEKeTWkQ7HL1d5de,https://api.spotify.com/v1/audio-analysis/4jCoxXaEKeTWkQ7HL1d5de,441027,4
0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,audio_features,1QlTNF43OyKK9BorIRsJ8o,spotify:track:1QlTNF43OyKK9BorIRsJ8o,https://api.spotify.com/v1/tracks/1QlTNF43OyKK9BorIRsJ8o,https://api.spotify.com/v1/audio-analysis/1QlTNF43OyKK9BorIRsJ8o,422640,4
0.355,0.152,5,-14.864,0,0.0401,0.924,0.0771,0.126,0.145,65.215,audio_features,6x8XKDM8Rnid4TyOUg9kj3,spotify:track:6x8XKDM8Rnid4TyOUg9kj3,https://api.spotify.com/v1/tracks/6x8XKDM8Rnid4TyOUg9kj3,https://api.spotify.com/v1/audio-analysis/6x8XKDM8Rnid4TyOUg9kj3,320773,4
0.462,0.0536,8,-17.55,1,0.0321,0.96,0.000219,0.121,0.138,63.118,audio_features,7981FAW8DbDs1ueK4Ha8R2,spotify:track:7981FAW8DbDs1ueK4Ha8R2,https://api.spotify.com/v1/tracks/7981FAW8DbDs1ueK4Ha8R2,https://api.spotify.com/v1/audio-analysis/7981FAW8DbDs1ueK4Ha8R2,332120,4
0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,audio_features,2bPGTMB5sFfFYQ2YvSmup0,spotify:track:2bPGTMB5sFfFYQ2YvSmup0,https://api.spotify.com/v1/tracks/2bPGTMB5sFfFYQ2YvSmup0,https://api.spotify.com/v1/audio-analysis/2bPGTMB5sFfFYQ2YvSmup0,322340,4
0.469,0.713,0,-5.619,0,0.0461,0.0869,0.000188,0.129,0.267,154.994,audio_features,6tRneEcItwpSxBtqgem5Dr,spotify:track:6tRneEcItwpSxBtqgem5Dr,https://api.spotify.com/v1/tracks/6tRneEcItwpSxBtqgem5Dr,https://api.spotify.com/v1/audio-analysis/6tRneEcItwpSxBtqgem5Dr,241499,4
0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,audio_features,3o7TMr6RmIusYH7Kkg7ujR,spotify:track:3o7TMr6RmIusYH7Kkg7ujR,https://api.spotify.com/v1/tracks/3o7TMr6RmIusYH7Kkg7ujR,https://api.spotify.com/v1/audio-analysis/3o7TMr6RmIusYH7Kkg7ujR,199773,4
0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,audio_features,0L7zm6afBEtrNKo6C6Gj08,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,audio_features,6olS0TmHmsGr0hXtcBsiVM,spotify:track:6olS0TmHmsGr0hXtcBsiVM,https://api.spotify.com/v1/tracks/6olS0TmHmsGr0hXtcBsiVM,https://api.spotify.com/v1/audio-analysis/6olS0TmHmsGr0hXtcBsiVM,262133,4
0.313,0.882,0,-6.215,1,0.0355,0.0346,0.338,0.45,0.3,103.981,audio_features,469rBLYJUZHMJLtq2Wch3h,spotify:track:469rBLYJUZHMJLtq2Wch3h,https://api.spotify.com/v1/tracks/469rBLYJUZHMJLtq2Wch3h,https://api.spotify.com/v1/audio-analysis/469rBLYJUZHMJLtq2Wch3h,431093,4
0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,audio_features,04EtBLFIxbcVt9NdYgcrpF,spotify:track:04EtBLFIxbcVt9NdYgcrpF,https://api.spotify.com/v1/tracks/04EtBLFIxbcVt9NdYgcrpF,https://api.spotify.com/v1/audio-analysis/04EtBLFIxbcVt9NdYgcrpF,220880,4
0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,audio_features,1PhLYngBKbeDtdmDzCg3Pb,spotify:track:1PhLYngBKbeDtdmDzCg3Pb,https://api.spotify.com/v1/tracks/1PhLYngBKbeDtdmDzCg3Pb,https://api.spotify.com/v1/audio-analysis/1PhLYngBKbeDtdmDzCg3Pb,323933,4
0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,audio_features,2RaA6kIcvomt77qlIgGhCT,spotify:track:2RaA6kIcvomt77qlIgGhCT,https://api.spotify.com/v1/tracks/2RaA6kIcvomt77qlIgGhCT,https://api.spotify.com/v1/audio-analysis/2RaA6kIcvomt77qlIgGhCT,153840,4
0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,audio_features,4vJr55lngvhSM8WIh9CjQc,spotify:track:4vJr55lngvhSM8WIh9CjQc,https://api.spotify.com/v1/tracks/4vJr55lngvhSM8WIh9CjQc,https://api.spotify.com/v1/audio-analysis/4vJr55lngvhSM8WIh9CjQc,422933,4
0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,audio_features,5LyRtsQLhcXmy50VXhQXXS,spotify:track:5LyRtsQLhcXmy50VXhQXXS,https://api.spotify.com/v1/tracks/5LyRtsQLhcXmy50VXhQXXS,https://api.spotify.com/v1/audio-analysis/5LyRtsQLhcXmy50VXhQXXS,392600,4
0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,audio_features,5mpUKTdskZea0gStWzeHUZ,spotify:track:5mpUKTdskZea0gStWzeHUZ,https://api.spotify.com/v1/tracks/5mpUKTdskZea0gStWzeHUZ,https://api.spotify.com/v1/audio-analysis/5mpUKTdskZea0gStWzeHUZ,260773,4
0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,audio_features,6ursmCnbc9oDRGa2yHKkoZ,spotify:track:6ursmCnbc9oDRGa2yHKkoZ,https://api.spotify.com/v1/tracks/6ursmCnbc9oDRGa2yHKkoZ,https://api.spotify.com/v1/audio-analysis/6ursmCnbc9oDRGa2yHKkoZ,212253,4
0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,audio_features,3w9zHVKI28aUPZTxq8oDC6,spotify:track:3w9zHVKI28aUPZTxq8oDC6,https://api.spotify.com/v1/tracks/3w9zHVKI28aUPZTxq8oDC6,https://api.spotify.com/v1/audio-analysis/3w9zHVKI28aUPZTxq8oDC6,222440,4
0.322,0.991,6,-4.453,1,0.213,0.00313,0.0035,0.0708,0.198,140.221,audio_features,3CIOopLwvyMvXk97ZEksKO,spotify:track:3CIOopLwvyMvXk97ZEksKO,https://api.spotify.com/v1/tracks/3CIOopLwvyMvXk97ZEksKO,https://api.spotify.com/v1/audio-analysis/3CIOopLwvyMvXk97ZEksKO,168320,4
0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,audio_features,4OROzZUy6gOWN4UGQVaZMF,spotify:track:4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/audio-analysis/4OROzZUy6gOWN4UGQVaZMF,252733,4
0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,audio_features,6b6uLZsoGhObYexIxnRbIb,spotify:track:6b6uLZsoGhObYexIxnRbIb,https://api.spotify.com/v1/tracks/6b6uLZsoGhObYexIxnRbIb,https://api.spotify.com/v1/audio-analysis/6b6uLZsoGhObYexIxnRbIb,311200,4
0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,audio_features,2DlHlPMa4M17kufBvI2lEN,spotify:track:2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN,210240,4
0.407,0.98,7,-1.58,1,0.107,0.00174,0.000112,0.119,0.537,131.066,audio_features,3GiJq4AQK7324mfIQbpiTf,spotify:track:3GiJq4AQK7324mfIQbpiTf,https://api.spotify.com/v1/tracks/3GiJq4AQK7324mfIQbpiTf,https://api.spotify.com/v1/audio-analysis/3GiJq4AQK7324mfIQbpiTf,254467,4
0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,audio_features,5sICkBXVmaCQk5aISGR3x1,spotify:track:5sICkBXVmaCQk5aISGR3x1,https://api.spotify.com/v1/tracks/5sICkBXVmaCQk5aISGR3x1,https://api.spotify.com/v1/audio-analysis/5sICkBXVmaCQk5aISGR3x1,331267,4
0.3,0.974,11,-5.341,0,0.104,0.0289,0.0492,0.242,0.331,136.138,audio_features,70wXUzmg3tk3Ci2Ixg1YwO,spotify:track:70wXUzmg3tk3Ci2Ixg1YwO,https://api.spotify.com/v1/tracks/70wXUzmg3tk3Ci2Ixg1YwO,https://api.spotify.com/v1/audio-analysis/70wXUzmg3tk3Ci2Ixg1YwO,431520,4
0.322,0.932,4,-4.252,0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,audio_features,5a2hIQWInPjqkkFiUEgxoX,spotify:track:5a2hIQWInPjqkkFiUEgxoX,https://api.spotify.com/v1/tracks/5a2hIQWInPjqkkFiUEgxoX,https://api.spotify.com/v1/audio-analysis/5a2hIQWInPjqkkFiUEgxoX,244160,4
0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,audio_features,40rvBMQizxkIqnjPdEWY1v,spotify:track:40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v,279213,4
0.473,0.783,10,-10.671,0,0.0869,0.0125,0.475,0.268,0.124,91.976,audio_features,54yLLvpezvPO1lA3GspiZj,spotify:track:54yLLvpezvPO1lA3GspiZj,https://api.spotify.com/v1/tracks/54yLLvpezvPO1lA3GspiZj,https://api.spotify.com/v1/audio-analysis/54yLLvpezvPO1lA3GspiZj,340640,4
0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,audio_features,3RAFcUBrCNaboRXoP3S5t1,spotify:track:3RAFcUBrCNaboRXoP3S5t1,https://api.spotify.com/v1/tracks/3RAFcUBrCNaboRXoP3S5t1,https://api.spotify.com/v1/audio-analysis/3RAFcUBrCNaboRXoP3S5t1,284120,4
0.49,0.951,1,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,audio_features,6FUwPb4mGlUDbx42uspXaZ,spotify:track:6FUwPb4mGlUDbx42uspXaZ,https://api.spotify.com/v1/tracks/6FUwPb4mGlUDbx42uspXaZ,https://api.spotify.com/v1/audio-analysis/6FUwPb4mGlUDbx42uspXaZ,269800,4
0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,audio_features,4E5xVW505akJX0wcKj8Mpd,spotify:track:4E5xVW505akJX0wcKj8Mpd,https://api.spotify.com/v1/tracks/4E5xVW505akJX0wcKj8Mpd,https://api.spotify.com/v1/audio-analysis/4E5xVW505akJX0wcKj8Mpd,319267,4
0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,audio_features,4Zc7TCHzuNwL0AFBlyLdyr,spotify:track:4Zc7TCHzuNwL0AFBlyLdyr,https://api.spotify.com/v1/tracks/4Zc7TCHzuNwL0AFBlyLdyr,https://api.spotify.com/v1/audio-analysis/4Zc7TCHzuNwL0AFBlyLdyr,233507,4
0.329,0.954,8,-7.006,0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,audio_features,6rkeaQRCWZxwkjhyqgxjXi,spotify:track:6rkeaQRCWZxwkjhyqgxjXi,https://api.spotify.com/v1/tracks/6rkeaQRCWZxwkjhyqgxjXi,https://api.spotify.com/v1/audio-analysis/6rkeaQRCWZxwkjhyqgxjXi,237347,4
0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,audio_features,6wqJeItl3Vc3az4ZicSQAB,spotify:track:6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB,278600,4
0.581,0.983,5,-3.291,0,0.0636,0.00043,0.00654,0.0806,0.417,110.038,audio_features,05NpeTQWnzXS1d8ZqL4YFZ,spotify:track:05NpeTQWnzXS1d8ZqL4YFZ,https://api.spotify.com/v1/tracks/05NpeTQWnzXS1d8ZqL4YFZ,https://api.spotify.com/v1/audio-analysis/05NpeTQWnzXS1d8ZqL4YFZ,188933,4
0.477,0.859,0,-8.625,1,0.0387,0.000333,0.000155,0.265,0.629,91.009,audio_features,5ObemyuL5dhT67hyz1iWlA,spotify:track:5ObemyuL5dhT67hyz1iWlA,https://api.spotify.com/v1/tracks/5ObemyuL5dhT67hyz1iWlA,https://api.spotify.com/v1/audio-analysis/5ObemyuL5dhT67hyz1iWlA,280213,4
0.475,0.953,2,-6.951,1,0.15,0.000291,0.00338,0.104,0.232,118.033,audio_features,2OoS1aZFAFscH1cUiKlazH,spotify:track:2OoS1aZFAFscH1cUiKlazH,https://api.spotify.com/v1/tracks/2OoS1aZFAFscH1cUiKlazH,https://api.spotify.com/v1/audio-analysis/2OoS1aZFAFscH1cUiKlazH,199227,4
0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,audio_features,3nlGByvetDcS1uomAoiBmy,spotify:track:3nlGByvetDcS1uomAoiBmy,https://api.spotify.com/v1/tracks/3nlGByvetDcS1uomAoiBmy,https://api.spotify.com/v1/audio-analysis/3nlGByvetDcS1uomAoiBmy,290587,4
0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,audio_features,3sHH7lklbfpcraDDvYnjo7,spotify:track:3sHH7lklbfpcraDDvYnjo7,https://api.spotify.com/v1/tracks/3sHH7lklbfpcraDDvYnjo7,https://api.spotify.com/v1/audio-analysis/3sHH7lklbfpcraDDvYnjo7,311813,4
0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,audio_features,28WmNsclKsrVmdv3tDmoYU,spotify:track:28WmNsclKsrVmdv3tDmoYU,https://api.spotify.com/v1/tracks/28WmNsclKsrVmdv3tDmoYU,https://api.spotify.com/v1/audio-analysis/28WmNsclKsrVmdv3tDmoYU,414720,4
0.546,0.945,1,-4.399,1,0.0531,0.000311,0.0,0.724,0.545,135.128,audio_features,6Q1m1GyNxyOwZ2ud3p7XoS,spotify:track:6Q1m1GyNxyOwZ2ud3p7XoS,https://api.spotify.com/v1/tracks/6Q1m1GyNxyOwZ2ud3p7XoS,https://api.spotify.com/v1/audio-analysis/6Q1m1GyNxyOwZ2ud3p7XoS,153613,4
0.481,0.981,6,-6.456,0,0.143,0.000148,0.0555,0.144,0.102,97.106,audio_features,0MU1TyyAbuoXLGiQBgW9CI,spotify:track:0MU1TyyAbuoXLGiQBgW9CI,https://api.spotify.com/v1/tracks/0MU1TyyAbuoXLGiQBgW9CI,https://api.spotify.com/v1/audio-analysis/0MU1TyyAbuoXLGiQBgW9CI,344360,4
0.438,0.93,9,-4.959,1,0.0484,0.0188,0.349,0.196,0.782,104.812,audio_features,1SpuDZ7y1W4vaCzHeLvsf7,spotify:track:1SpuDZ7y1W4vaCzHeLvsf7,https://api.spotify.com/v1/tracks/1SpuDZ7y1W4vaCzHeLvsf7,https://api.spotify.com/v1/audio-analysis/1SpuDZ7y1W4vaCzHeLvsf7,175053,4
0.388,0.956,6,-6.037,0,0.0471,0.00115,0.000573,0.464,0.24,134.589,audio_features,2XvVueul226rT8g4DQuKSK,spotify:track:2XvVueul226rT8g4DQuKSK,https://api.spotify.com/v1/tracks/2XvVueul226rT8g4DQuKSK,https://api.spotify.com/v1/audio-analysis/2XvVueul226rT8g4DQuKSK,278373,4
0.576,0.906,2,-7.677,1,0.0571,0.000332,0.0614,0.0908,0.211,127.935,audio_features,1fQaoh3imrMunWVZh5kf90,spotify:track:1fQaoh3imrMunWVZh5kf90,https://api.spotify.com/v1/tracks/1fQaoh3imrMunWVZh5kf90,https://api.spotify.com/v1/audio-analysis/1fQaoh3imrMunWVZh5kf90,323800,4
0.227,0.995,10,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499,audio_features,4fiOTntQKr24p07FvQDHZE,spotify:track:4fiOTntQKr24p07FvQDHZE,https://api.spotify.com/v1/tracks/4fiOTntQKr24p07FvQDHZE,https://api.spotify.com/v1/audio-analysis/4fiOTntQKr24p07FvQDHZE,255187,4
0.451,0.993,1,-4.143,1,0.185,0.000562,0.00479,0.152,0.14,100.827,audio_features,3OYZWMm5m2DEwq2Tc1ukTh,spotify:track:3OYZWMm5m2DEwq2Tc1ukTh,https://api.spotify.com/v1/tracks/3OYZWMm5m2DEwq2Tc1ukTh,https://api.spotify.com/v1/audio-analysis/3OYZWMm5m2DEwq2Tc1ukTh,254000,4
0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,audio_features,4f3RDq9nYPBeR1yMSgnmBm,spotify:track:4f3RDq9nYPBeR1yMSgnmBm,https://api.spotify.com/v1/tracks/4f3RDq9nYPBeR1yMSgnmBm,https://api.spotify.com/v1/audio-analysis/4f3RDq9nYPBeR1yMSgnmBm,310080,4
0.49,0.956,5,-4.249,0,0.0675,2.32e-05,0.0,0.455,0.412,110.042,audio_features,1g5Jqwo02PuitYfv19B6Jn,spotify:track:1g5Jqwo02PuitYfv19B6Jn,https://api.spotify.com/v1/tracks/1g5Jqwo02PuitYfv19B6Jn,https://api.spotify.com/v1/audio-analysis/1g5Jqwo02PuitYfv19B6Jn,179187,4
0.491,0.966,3,-3.974,1,0.0463,9.12e-05,0.346,0.153,0.223,95.141,audio_features,5aNH8inF5BsbThDeOLs7zs,spotify:track:5aNH8inF5BsbThDeOLs7zs,https://api.spotify.com/v1/tracks/5aNH8inF5BsbThDeOLs7zs,https://api.spotify.com/v1/audio-analysis/5aNH8inF5BsbThDeOLs7zs,188600,4
